10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451903.239130,"counter":15,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451903.239130,"counter":15,"attributes":[["ngap.procedure_code",21]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451903.239312,"counter":17,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451903.239312,"counter":17,"attributes":[["ngap.procedure_code",21]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.904229,"counter":23,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.904229,"counter":23,"attributes":[["ngap.procedure_code",15]]}}
10,0,"",1696852279,105,"detected","attack","5G DoS attack in the control plane: total number of InitialUEMessage is greater than the limit fixed by the MMT_SEC_5G_DOS_NGAP_INITIALUEMESSAGE_MS_LIMIT environment variable",{"event_1":{"timestamp":1690451907.904229,"counter":23,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["ngap.procedure_code",15]]},"event_2":{"timestamp":1690451907.904229,"counter":23,"attributes":[["meta.utime",1690451907.904229]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.904520,"counter":24,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.904520,"counter":24,"attributes":[["ngap.procedure_code",15]]}}
10,0,"",1696852279,105,"detected","attack","5G DoS attack in the control plane: total number of InitialUEMessage is greater than the limit fixed by the MMT_SEC_5G_DOS_NGAP_INITIALUEMESSAGE_MS_LIMIT environment variable",{"event_1":{"timestamp":1690451907.904520,"counter":24,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["ngap.procedure_code",15]]},"event_2":{"timestamp":1690451907.904520,"counter":24,"attributes":[["meta.utime",1690451907.904520]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.924030,"counter":27,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.924030,"counter":27,"attributes":[["ngap.procedure_code",15]]}}
10,0,"",1696852279,105,"detected","attack","5G DoS attack in the control plane: total number of InitialUEMessage is greater than the limit fixed by the MMT_SEC_5G_DOS_NGAP_INITIALUEMESSAGE_MS_LIMIT environment variable",{"event_1":{"timestamp":1690451907.924030,"counter":27,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["ngap.procedure_code",15]]},"event_2":{"timestamp":1690451907.924030,"counter":27,"attributes":[["meta.utime",1690451907.924030]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.924154,"counter":28,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.924154,"counter":28,"attributes":[["ngap.procedure_code",15]]}}
10,0,"",1696852279,105,"detected","attack","5G DoS attack in the control plane: total number of InitialUEMessage is greater than the limit fixed by the MMT_SEC_5G_DOS_NGAP_INITIALUEMESSAGE_MS_LIMIT environment variable",{"event_1":{"timestamp":1690451907.924154,"counter":28,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["ngap.procedure_code",15]]},"event_2":{"timestamp":1690451907.924154,"counter":28,"attributes":[["meta.utime",1690451907.924154]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.937284,"counter":30,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.937284,"counter":30,"attributes":[["ngap.procedure_code",15]]}}
10,0,"",1696852279,105,"detected","attack","5G DoS attack in the control plane: total number of InitialUEMessage is greater than the limit fixed by the MMT_SEC_5G_DOS_NGAP_INITIALUEMESSAGE_MS_LIMIT environment variable",{"event_1":{"timestamp":1690451907.937284,"counter":30,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["ngap.procedure_code",15]]},"event_2":{"timestamp":1690451907.937284,"counter":30,"attributes":[["meta.utime",1690451907.937284]]}}
10,0,"",1696852279,112,"detected","attack","5G SUCI attack recognition",{"event_1":{"timestamp":1690451907.924154,"counter":28,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["nas_5g.message_type",65]]},"event_2":{"timestamp":1690451907.937384,"counter":31,"attributes":[["meta.utime",1690451907.937384]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.937494,"counter":32,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.937494,"counter":32,"attributes":[["ngap.procedure_code",46]]}}
10,0,"",1696852279,112,"detected","attack","5G SUCI attack recognition",{"event_1":{"timestamp":1690451907.937284,"counter":30,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["nas_5g.message_type",65]]},"event_2":{"timestamp":1690451907.937494,"counter":32,"attributes":[["meta.utime",1690451907.937494]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.949220,"counter":34,"attributes":[["ip.src","192.168.150.1"],["ip.dst","192.168.150.200"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.949220,"counter":34,"attributes":[["ngap.procedure_code",46]]}}
10,0,"",1696852279,103,"detected","attack","SCTP Protocol Identifier indicates that its payload is NGAP but the payload is not effectually NGAP",{"event_1":{"timestamp":1690451907.949389,"counter":36,"attributes":[["ip.src","192.168.150.150"],["ip.dst","192.168.150.1"],["sctp.dest_port",38412],["sctp_data.data_ppid",60]]},"event_2":{"timestamp":1690451907.949389,"counter":36,"attributes":[["ngap.procedure_code",46]]}}
